as_of,signal,ws,vix,stress,kr_w,us_w,hold_w,cost,kr_return,us_return,blend_return,strategy_return,pair_0_vote,pair_0_score,pair_0_weight,pair_0_rs,pair_1_vote,pair_1_score,pair_1_weight,pair_1_rs,pair_2_vote,pair_2_score,pair_2_weight,pair_3_vote,pair_3_score,pair_3_weight,pair_4_vote,pair_4_score,pair_4_weight,pair_4_rs,pair_5_vote,pair_5_score,pair_5_weight,pair_5_rs,pair_6_vote,pair_6_score,pair_6_weight,pair_6_rs,pair_7_vote,pair_7_score,pair_7_weight,pair_2_rs,pair_3_rs,pair_7_rs
2020-12-31,KR,0.2161,22.75,False,0.804,0.196,0.0,0.003,0.0108,-0.0111,-0.0002,0.0078,KR,0.4,0.1471,0.17422,US,-0.7918,0.098,-0.04921,KR,0.3931,0.1961,KR,0.3156,0.0588,KR,0.7999,0.1961,0.11679,KR,0.3998,0.1471,0.08671,KR,0.3469,0.0588,0.03234,US,-0.9875,0.098,0.05305,0.05536,-0.05428
2021-01-29,Neutral,0.0693,33.09,True,0.748,0.252,0.0,0.003,0.0123,0.0261,0.0192,0.0162,KR,0.4,0.1681,0.22187,US,-0.9462,0.084,-0.11008,US,-0.9975,0.1681,KR,0.32,0.1008,KR,0.5572,0.1681,0.20667,KR,0.4,0.1681,0.17703,KR,0.3956,0.1008,0.05758,KR,0.3846,0.042,-0.0633,0.12821,0.04001
2021-02-26,US,-0.3293,27.95,False,0.412,0.539,0.049,0.003,0.0161,0.0424,0.0293,0.0394,KR,0.4002,0.1471,0.15862,US,-0.9992,0.098,-0.13147,US,-1.0,0.2451,KR,0.4,0.0588,US,-0.7806,0.1961,-0.11191,KR,0.4,0.1471,0.11734,KR,0.3974,0.0588,0.06256,Hold,0.0462,0.049,-0.15451,0.11165,0.01084
2021-03-31,Neutral,-0.0376,19.4,False,0.4,0.457,0.143,0.003,0.0282,0.0524,0.0403,0.0373,KR,0.6052,0.1429,0.08202,Hold,-0.0571,0.1429,-0.01118,US,-0.8,0.2381,KR,0.32,0.0571,US,-0.3531,0.1905,-0.11951,KR,0.7901,0.1429,0.05503,KR,0.3705,0.0571,0.00569,US,-0.369,0.0286,-0.14621,0.09909,-0.00567
2021-04-30,US,-0.5675,18.61,False,0.175,0.783,0.042,0.003,0.0178,0.0055,0.0116,0.0025,KR,0.2933,0.125,0.01312,US,-0.9159,0.15,-0.04379,US,-1.0,0.25,KR,0.3993,0.05,US,-0.4029,0.2083,-0.09211,US,-0.8435,0.125,-0.06186,Hold,-0.0257,0.0417,-0.00687,US,-0.9257,0.05,-0.14825,0.07541,-0.03052
2021-05-31,US,-0.1586,16.76,False,0.452,0.548,0.0,0.0,0.029,0.0227,0.0258,0.0227,KR,0.2928,0.1442,0.00681,US,-0.658,0.1154,-0.0193,US,-0.8,0.2404,KR,0.32,0.0962,US,-0.4229,0.1923,-0.12194,KR,0.6141,0.0962,0.08848,KR,0.2903,0.0577,0.03593,KR,0.7317,0.0577,-0.14571,0.14762,0.05914
2021-06-30,US,-0.2041,15.83,False,0.441,0.559,0.0,0.0,-0.0286,0.0227,-0.0029,0.0227,US,-0.9879,0.1351,-0.05091,US,-0.1646,0.1081,-0.00236,US,-0.7993,0.1802,KR,0.3226,0.1351,US,-0.3974,0.1351,-0.0628,KR,0.271,0.0901,0.0308,KR,0.3914,0.1081,0.01704,KR,0.3199,0.1081,-0.12987,0.11143,0.09729
2021-07-30,US,-0.4236,18.24,False,0.218,0.782,0.0,0.0,-0.001,0.029,0.014,0.029,US,-0.7977,0.1485,-0.11671,US,-0.4568,0.1782,-0.0366,US,-0.8,0.198,KR,0.3005,0.099,US,-0.3996,0.1485,-0.08075,US,-0.4758,0.0495,-0.05153,US,-0.9995,0.0594,-0.07965,KR,0.3971,0.1188,-0.15053,0.027,0.01504
2021-08-31,US,-0.538,16.48,False,0.246,0.754,0.0,0.0,-0.0408,-0.0476,-0.0442,-0.0476,US,-0.9999,0.1639,-0.13987,US,-0.9624,0.1475,-0.03601,US,-0.6059,0.1639,KR,0.1662,0.082,KR,0.795,0.1639,0.01763,US,-0.9998,0.082,-0.09002,US,-0.9996,0.0984,-0.08159,US,-0.9808,0.0984,-0.00937,0.01838,-0.04276
2021-09-30,US,-0.3555,23.14,False,0.307,0.588,0.105,0.0,-0.032,0.0691,0.0186,0.0691,US,-0.9993,0.1754,-0.09672,Hold,0.0808,0.1053,-0.00634,US,-0.9996,0.1316,KR,0.4005,0.1316,KR,0.7971,0.1754,0.01775,US,-0.6775,0.0877,-0.09911,US,-0.9809,0.1053,-0.08222,US,-0.9923,0.0877,-0.08361,0.01138,-0.05202
2021-10-29,US,-0.8276,16.26,False,0.0,1.0,0.0,0.0,-0.0443,-0.0083,-0.0263,-0.0083,US,-0.9999,0.2,-0.17255,US,-0.9437,0.096,-0.08209,US,-1.0,0.12,US,-0.8,0.12,US,-0.3451,0.12,-0.17743,US,-1.0,0.12,-0.13691,US,-0.8,0.144,-0.10917,US,-0.5556,0.08,-0.16967,-0.16404,-0.01276
2021-11-30,US,-0.7553,27.19,False,0.098,0.902,0.0,0.0,0.0488,0.0436,0.0462,0.0436,US,-0.8876,0.1634,-0.13128,US,-0.9492,0.1176,-0.06843,US,-1.0,0.1307,US,-0.9777,0.098,US,-0.4008,0.1307,-0.17058,US,-0.9607,0.1307,-0.25761,US,-0.9991,0.1307,-0.17786,KR,0.3731,0.098,-0.12258,-0.20771,0.03802
2021-12-31,US,-0.5989,17.22,False,0.0,1.0,0.0,0.0,-0.109,-0.0526,-0.0808,-0.0526,US,-0.3196,0.1504,-0.07865,US,-0.7192,0.1353,-0.08594,US,-0.8,0.1504,US,-0.6281,0.0752,US,-0.3428,0.1504,-0.15641,US,-0.3201,0.1128,-0.12095,US,-0.9625,0.1128,-0.20605,US,-0.796,0.1128,-0.18934,-0.12898,-0.06129
2022-01-31,US,-0.7299,24.83,False,0.0,1.0,0.0,0.0,-0.0032,-0.0314,-0.0173,-0.0314,US,-0.5405,0.1307,-0.07573,US,-0.7521,0.1176,-0.03636,US,-1.0,0.1307,US,-0.8,0.098,US,-0.7997,0.1307,-0.39374,US,-0.3996,0.1307,-0.07266,US,-0.8,0.1307,-0.19618,US,-0.7668,0.1307,-0.22957,-0.12878,-0.19707
2022-02-28,US,-0.4367,30.15,True,0.098,0.779,0.123,0.0,0.0217,0.0358,0.0287,0.0322,US,-0.1716,0.123,-0.01358,KR,0.3767,0.0984,0.00821,US,-1.0,0.123,Hold,0.0664,0.123,US,-0.9984,0.123,-0.3476,US,-0.3461,0.123,-0.03212,US,-0.9985,0.123,-0.07734,US,-0.304,0.1639,-0.14599,0.01071,-0.04228
2022-03-31,Neutral,-0.1458,20.56,False,0.257,0.743,0.0,0.003,-0.0227,-0.088,-0.0553,-0.0583,US,-0.3969,0.1389,-0.05509,KR,0.9753,0.0833,0.04246,US,-0.7174,0.1389,US,-0.4529,0.0833,US,-0.32,0.1042,-0.37306,US,-0.3188,0.1389,-0.06789,US,-0.3963,0.1389,-0.10953,KR,0.5649,0.1736,-0.12513,-0.0085,0.01734
2022-04-29,KR,0.5636,33.4,True,0.764,0.236,0.0,0.003,-0.0034,0.0001,-0.0017,-0.0055,KR,0.9995,0.1181,0.08069,KR,0.9614,0.1181,0.12975,KR,0.691,0.1181,KR,0.5678,0.0945,US,-0.4001,0.1181,-0.19732,KR,1.0,0.1181,0.13327,US,-0.6003,0.1181,-0.03211,KR,0.9998,0.1969,0.02366,0.13347,0.08986
2022-05-31,KR,0.1583,26.19,False,0.375,0.417,0.208,0.0,-0.1315,-0.0839,-0.1077,-0.1315,KR,0.7036,0.1042,0.02363,KR,0.9989,0.1042,0.0732,US,-0.7124,0.1042,KR,1.0,0.0625,US,-0.4,0.1562,-0.24438,KR,0.8,0.1042,0.18699,US,-0.303,0.1562,-0.04172,Hold,0.0918,0.2083,-0.06724,0.15836,-0.00541
2022-06-30,US,-0.2422,28.71,False,0.239,0.761,0.0,0.003,0.051,0.0911,0.071,0.0881,US,-0.2889,0.0917,-0.02427,KR,0.5857,0.0917,0.00887,US,-0.9544,0.1376,KR,0.6788,0.055,US,-0.4,0.1835,-0.11783,KR,0.9998,0.0917,0.1768,US,-0.58,0.1835,-0.04531,US,-0.5291,0.1651,-0.06188,0.08577,-0.05936
2022-07-29,US,-0.3012,21.33,False,0.188,0.573,0.24,0.0,0.0084,-0.0424,-0.017,-0.0424,US,-0.3505,0.1042,-0.10418,US,-0.9939,0.0521,-0.08715,Hold,0.0779,0.1562,Hold,0.1178,0.0313,US,-0.4255,0.2083,-0.1344,Hold,0.0169,0.0521,-0.00858,US,-0.9603,0.2083,-0.03663,KR,0.3149,0.1875,0.0128,0.01159,0.00043
2022-08-31,US,-0.161,25.87,False,0.255,0.651,0.094,0.0,-0.1281,-0.0934,-0.1107,-0.0934,Hold,-0.0473,0.0943,-0.00842,US,-0.568,0.0472,-0.04367,KR,0.2535,0.1698,KR,0.9896,0.0283,US,-0.375,0.1887,-0.04005,KR,0.9775,0.0566,0.04561,US,-0.4645,0.1887,-0.05686,US,-0.4315,0.2264,0.02146,0.05089,-0.00498
2022-09-30,US,-0.2796,31.62,True,0.235,0.704,0.061,0.0,0.0641,0.0799,0.072,0.0759,Hold,0.1478,0.0612,-0.00046,US,-0.9765,0.102,-0.06634,US,-0.99,0.1224,US,-0.5283,0.0306,US,-0.3225,0.2041,-0.12817,KR,0.8823,0.0306,0.0239,KR,0.1799,0.2041,0.00658,US,-0.2022,0.2449,-0.0804,-0.01244,-0.01803
2022-10-31,US,-0.5297,25.88,False,0.066,0.934,0.0,0.0,0.078,0.0538,0.0659,0.0538,KR,0.9107,0.0661,0.02688,US,-0.4112,0.0881,-0.11127,US,-0.6806,0.1586,US,-0.5132,0.0529,US,-0.9188,0.2203,-0.20903,US,-0.1656,0.0264,-0.01783,US,-0.4409,0.1762,-0.13598,US,-0.6342,0.2115,-0.09861,-0.05081,-0.10384
2022-11-30,US,-0.4639,20.58,False,0.135,0.865,0.0,0.0,-0.0955,-0.059,-0.0772,-0.059,KR,0.628,0.1351,0.01016,US,-0.4247,0.0901,-0.04465,US,-0.9807,0.1622,US,-0.3366,0.0541,US,-0.3783,0.1802,-0.04148,US,-0.3045,0.027,-0.02615,US,-0.6501,0.1351,-0.01199,US,-0.7817,0.2162,-0.11478,-0.06104,-0.01891
2022-12-30,US,-0.3488,21.67,False,0.048,0.635,0.317,0.0,0.0896,0.0618,0.0757,0.0618,US,-0.2524,0.119,-0.02743,US,-0.7752,0.119,-0.03797,US,-0.9973,0.1429,US,-0.6619,0.0952,US,-0.3206,0.1587,-0.19026,KR,0.4478,0.0476,0.01177,Hold,0.057,0.119,0.0118,Hold,0.0091,0.1984,-0.06337,-0.12523,-0.00512
2023-01-31,US,-0.3047,19.4,False,0.315,0.685,0.0,0.0,-0.005,-0.0261,-0.0156,-0.0261,KR,0.6608,0.0685,0.02446,KR,0.3028,0.137,0.04161,US,-0.9981,0.1096,US,-0.6397,0.1096,US,-0.2881,0.137,-0.03387,US,-0.3022,0.1096,-0.03791,KR,0.3197,0.1096,0.04362,US,-0.7956,0.2192,-0.08333,-0.03299,-0.06103
2023-02-28,US,-0.2547,20.7,False,0.216,0.629,0.155,0.0,0.0265,0.0351,0.0308,0.0351,KR,0.2342,0.1293,0.01086,US,-0.5106,0.1724,-0.00621,US,-0.9998,0.0862,US,-0.6833,0.0862,US,-0.3816,0.1293,-0.04206,KR,0.8675,0.0862,0.0226,Hold,-0.0912,0.1552,0.00419,US,-0.407,0.1552,-0.09043,-0.07814,-0.05916
2023-03-31,US,-0.1757,18.7,False,0.292,0.5,0.208,0.0,0.01,0.0146,0.0123,0.0146,US,-0.8541,0.1,-0.04243,KR,0.7779,0.1667,0.03909,US,-0.7962,0.125,Hold,-0.0077,0.125,KR,0.7965,0.125,0.05781,Hold,-0.0592,0.0833,-0.0106,US,-0.7976,0.125,-0.07711,US,-0.7627,0.15,-0.06221,-0.00947,-0.1411
2023-04-28,US,-0.3171,15.78,False,0.285,0.715,0.0,0.0,0.0302,0.0025,0.0163,0.0025,US,-0.8354,0.1255,-0.06944,US,-0.1573,0.1255,0.00405,US,-0.6631,0.1255,KR,0.371,0.1004,KR,0.4343,0.0837,0.00772,KR,0.6514,0.1004,0.03585,US,-0.9984,0.1883,-0.06775,US,-0.3999,0.1506,-0.01971,0.00479,-0.08948
2023-05-31,Neutral,0.1263,17.94,False,0.479,0.384,0.137,0.003,-0.005,0.0647,0.0299,0.0269,US,-0.3973,0.076,-0.05376,KR,0.9955,0.1141,0.06812,KR,0.3954,0.1141,KR,0.8322,0.1369,KR,0.999,0.1141,0.08538,Hold,-0.0076,0.1369,0.00576,US,-0.7956,0.1711,-0.05231,US,-0.6785,0.1369,0.05714,0.03845,-0.14217
2023-06-30,US,-0.7259,13.59,False,0.0,1.0,0.0,0.003,0.0266,0.0311,0.0289,0.0281,US,-0.3996,0.1333,-0.07425,US,-0.9239,0.0889,-0.04576,US,-0.9776,0.0889,US,-0.3846,0.1067,US,-0.8125,0.0889,-0.03133,US,-0.875,0.1333,-0.10283,US,-0.9994,0.2,-0.12827,US,-0.4614,0.16,-0.04481,-0.02411,-0.21206
2023-07-31,US,-0.7229,13.63,False,0.0,0.894,0.106,0.0,-0.029,-0.0177,-0.0234,-0.0177,US,-0.7979,0.1408,-0.10131,US,-0.7743,0.1056,-0.03751,US,-0.7214,0.1056,US,-0.7343,0.1268,Hold,-0.0311,0.1056,0.0081,US,-0.4387,0.1056,-0.11606,US,-1.0,0.169,-0.1207,US,-0.9999,0.1408,-0.01393,-0.02775,-0.17323
2023-08-31,US,-0.4999,13.57,False,0.089,0.911,0.0,0.0,-0.0357,-0.0487,-0.0422,-0.0487,US,-0.4035,0.1187,-0.1155,KR,0.2579,0.089,0.00511,US,-0.489,0.1187,US,-0.7824,0.1424,US,-0.9999,0.1068,-0.1574,US,-0.4002,0.1335,-0.0861,US,-0.2024,0.1424,0.00134,US,-0.7844,0.1484,-0.00956,-0.04166,-0.16557
2023-09-29,US,-0.2305,17.52,False,0.509,0.491,0.0,0.0,-0.0531,-0.022,-0.0375,-0.022,US,-0.928,0.1404,-0.05469,KR,0.3168,0.1053,0.05819,KR,0.3707,0.1053,US,-0.6385,0.1263,US,-0.5105,0.0842,-0.18145,KR,0.1789,0.1579,-0.00345,KR,0.3911,0.1404,0.04188,US,-0.9414,0.1404,0.03847,-0.01784,-0.10831
2023-10-31,US,-0.5028,18.14,False,0.221,0.779,0.0,0.0,0.113,0.0892,0.1011,0.0892,US,-0.7994,0.1471,-0.0749,KR,0.1796,0.1103,0.0163,US,-0.6285,0.0735,US,-0.9999,0.1471,US,-0.7991,0.1324,-0.18115,US,-0.3171,0.1324,-0.05517,KR,0.2664,0.1103,0.02746,US,-0.6353,0.1471,-0.01711,-0.13848,-0.11863
2023-11-30,US,-0.809,12.92,False,0.0,1.0,0.0,0.0,0.0473,0.0442,0.0458,0.0442,US,-0.9991,0.155,-0.07361,US,-0.9466,0.155,-0.03228,US,-0.2077,0.0775,US,-0.9884,0.1163,US,-0.9655,0.093,-0.03677,US,-0.8623,0.093,-0.06561,US,-0.4103,0.155,-0.00318,US,-0.92,0.155,0.00265,-0.04782,-0.02803
2023-12-29,US,-0.4007,12.45,False,0.33,0.67,0.0,0.0,-0.0647,0.0159,-0.0244,0.0159,US,-0.9938,0.1339,-0.05468,US,-0.7111,0.1786,-0.02463,KR,0.4,0.0893,US,-0.6833,0.1339,KR,0.5408,0.1071,0.01389,US,-0.886,0.0893,-0.02618,KR,0.2766,0.1339,0.00131,US,-0.7518,0.1339,0.10654,-0.02152,-0.03218
2024-01-31,US,-0.6181,14.35,False,0.104,0.896,0.0,0.0,0.0582,0.0517,0.0549,0.0517,US,-0.6183,0.1562,-0.15146,US,-0.332,0.2083,-0.00091,US,-0.7137,0.0521,US,-0.797,0.1562,US,-0.9481,0.0625,-0.07604,KR,0.1649,0.1042,0.01597,US,-0.9515,0.1042,-0.03329,US,-0.9566,0.1562,-0.01358,-0.06847,-0.08074
2024-02-29,US,-0.4683,13.4,False,0.368,0.632,0.0,0.0,0.0395,0.031,0.0352,0.031,US,-0.9745,0.1471,-0.06723,KR,0.3194,0.2206,0.07545,US,-0.6178,0.0441,US,-0.9724,0.1471,US,-0.9952,0.0735,-0.05689,KR,0.3996,0.1471,0.08188,US,-0.8996,0.0735,-0.02561,US,-0.9833,0.1471,-0.00979,-0.05043,-0.08465
2024-03-29,US,-0.6438,13.01,False,0.0,1.0,0.0,0.0,-0.0199,-0.0397,-0.0298,-0.0397,US,-0.1848,0.137,0.00185,US,-0.5386,0.2055,-0.01189,US,-0.8625,0.0411,US,-0.8,0.137,US,-0.9967,0.0685,-0.12354,US,-0.6379,0.2055,-0.01777,US,-0.7991,0.0685,-0.07132,US,-0.7936,0.137,-0.02217,-0.12143,-0.09305
2024-04-30,KR,0.1663,15.65,False,0.714,0.143,0.143,0.003,-0.0206,0.048,0.0137,-0.0236,KR,0.3606,0.0893,0.03536,KR,0.3193,0.2679,0.07347,Hold,0.1433,0.0536,Hold,0.1104,0.0893,US,-0.9999,0.0536,-0.10296,KR,0.3219,0.2679,0.08777,KR,0.3865,0.0893,0.04633,US,-0.4047,0.0893,0.01494,0.01344,-0.05813
2024-05-31,US,-0.4094,12.92,False,0.053,0.509,0.439,0.003,0.0612,0.0347,0.0479,0.0317,US,-0.9394,0.0877,-0.03645,Hold,0.133,0.1754,0.01445,US,-0.9994,0.0526,US,-0.994,0.1053,US,-0.9979,0.0877,-0.1359,Hold,0.119,0.2632,0.01382,KR,0.7274,0.0526,0.02586,US,-0.9986,0.1754,-0.08629,-0.05442,-0.15563
2024-06-28,Neutral,-0.1439,12.44,False,0.547,0.359,0.094,0.003,-0.0097,0.0113,0.0008,-0.0022,US,-0.7476,0.0781,-0.03403,KR,0.3955,0.1875,0.05724,US,-0.8,0.0469,Hold,-0.0409,0.0938,US,-0.9735,0.0781,-0.10072,KR,0.3199,0.2812,0.07096,KR,0.3076,0.0781,0.04493,US,-0.9998,0.1562,-0.11618,0.00777,-0.14761
2024-07-31,US,-0.1947,16.36,False,0.298,0.702,0.0,0.003,-0.0348,0.0228,-0.006,0.0198,US,-0.3872,0.0877,-0.04444,KR,0.3955,0.1053,0.05737,KR,0.3933,0.1053,US,-0.9651,0.0526,US,-0.4727,0.1754,-0.15295,US,-0.3204,0.2105,-0.09217,KR,0.3141,0.0877,0.02726,US,-0.3997,0.1754,0.05334,-0.0723,-0.08155
2024-08-30,US,-0.8111,15.0,False,0.078,0.922,0.0,0.0,-0.0303,0.0202,-0.0051,0.0202,US,-0.9999,0.1307,-0.09647,US,-0.9012,0.0784,-0.02578,KR,0.4,0.0784,US,-0.9976,0.098,US,-1.0,0.1961,-0.11865,US,-0.799,0.1569,-0.07064,US,-0.9983,0.0654,-0.06727,US,-0.799,0.1961,0.13207,-0.06374,-0.07008
2024-09-30,US,-0.6715,16.73,False,0.058,0.942,0.0,0.0,-0.0143,-0.0099,-0.0121,-0.0099,US,-0.7961,0.1442,-0.1473,US,-0.7219,0.0577,-0.0259,KR,0.3199,0.0577,US,-0.6637,0.1442,US,-0.4579,0.1923,-0.00873,US,-0.7992,0.1154,-0.15017,US,-0.6835,0.0962,-0.02153,US,-0.9975,0.1923,0.10013,-0.01977,-0.07234
2024-10-31,US,-0.6857,23.16,False,0.042,0.801,0.157,0.0,-0.0392,0.0573,0.009,0.0573,US,-0.9904,0.1394,-0.15734,US,-0.9849,0.0836,-0.04522,KR,0.4,0.0418,Hold,0.0737,0.1568,US,-0.9878,0.1742,-0.0552,US,-0.4045,0.1254,-0.11652,US,-0.9622,0.1045,-0.03584,US,-0.977,0.1742,0.12862,0.01266,-0.05115
2024-11-29,US,-0.7178,13.51,False,0.0,1.0,0.0,0.0,-0.023,-0.025,-0.024,-0.025,US,-0.8,0.152,-0.27153,US,-0.3971,0.1094,-0.09475,US,-0.5215,0.0304,US,-0.7999,0.1368,US,-0.8,0.152,-0.24922,US,-0.758,0.1459,-0.23874,US,-0.7952,0.1216,-0.05467,US,-0.6492,0.152,-0.01106,-0.15207,-0.01861
2024-12-31,US,-0.7237,17.35,False,0.033,0.967,0.0,0.0,0.0494,0.027,0.0382,0.027,US,-0.7912,0.1639,-0.18872,US,-0.7999,0.0984,-0.09106,KR,0.4,0.0328,US,-0.7998,0.1475,US,-0.8,0.1639,-0.14747,US,-0.5497,0.1311,-0.18354,US,-0.786,0.0984,-0.04372,US,-0.7923,0.1639,0.13332,-0.08448,-0.05129
2025-01-31,US,-0.7968,16.43,False,0.0,1.0,0.0,0.0,0.0061,-0.0142,-0.0041,-0.0142,US,-0.9677,0.1504,-0.1091,US,-0.9199,0.1128,-0.08513,US,-0.4579,0.0376,US,-0.8762,0.1353,US,-0.9825,0.1504,-0.04714,US,-0.4143,0.1504,-0.11746,US,-0.4946,0.1128,-0.03037,US,-0.9705,0.1504,-0.00822,-0.02335,-0.03839
2025-02-28,US,-0.7953,19.63,False,0.112,0.888,0.0,0.0,-0.0204,-0.0575,-0.039,-0.0575,US,-0.9973,0.1402,-0.06742,US,-0.9992,0.1402,-0.1023,US,-0.8693,0.0467,KR,0.4,0.1121,US,-0.9744,0.1402,-0.04029,US,-0.9904,0.1402,-0.05976,US,-0.9864,0.1402,-0.0464,US,-0.7559,0.1402,-0.02273,0.11131,-0.01555
2025-03-31,KR,0.2064,22.28,False,0.675,0.325,0.0,0.003,0.0304,-0.0076,0.0114,0.0274,KR,0.768,0.1299,0.02963,US,-0.3122,0.1299,-0.0382,US,-0.8,0.0649,KR,0.3185,0.1558,US,-0.7999,0.1299,-0.16404,KR,0.9941,0.1299,0.07105,KR,0.4016,0.1299,0.00871,KR,0.5557,0.1299,-0.11679,0.06639,0.00836
2025-04-30,KR,0.4718,24.7,False,0.776,0.224,0.0,0.0,0.0552,0.0615,0.0583,0.0552,US,-0.3197,0.1493,-0.07572,KR,0.7937,0.0746,0.0534,US,-0.7262,0.0746,KR,0.7864,0.1791,KR,0.244,0.0746,0.00015,KR,0.7905,0.1493,0.04764,KR,0.7956,0.1493,0.0878,KR,0.7949,0.1493,-0.0395,0.12616,0.05389
2025-05-30,Neutral,0.1455,18.57,False,0.706,0.294,0.0,0.003,0.1386,0.0496,0.0941,0.0911,US,-0.5345,0.1961,-0.00782,KR,0.4331,0.0588,0.11526,KR,0.6942,0.1961,KR,0.3997,0.1961,KR,0.4,0.0588,0.1117,KR,0.3945,0.098,0.03332,KR,0.4008,0.098,0.15279,US,-0.9296,0.098,0.05422,0.07471,-0.02949
2025-06-30,KR,0.1712,16.73,False,0.8,0.2,0.0,0.003,0.0566,0.0217,0.0391,0.0536,KR,0.399,0.1333,0.07209,KR,0.32,0.0667,0.19272,US,-0.5269,0.2,KR,0.32,0.2,KR,0.3205,0.0667,0.17942,KR,0.3148,0.1333,0.05336,KR,0.4,0.1333,0.24207,KR,0.32,0.0667,-0.01132,0.14138,0.11995
2025-07-31,KR,0.3444,16.72,False,1.0,0.0,0.0,0.0,-0.0183,0.0191,0.0004,-0.0183,KR,0.3307,0.1429,0.02954,KR,0.32,0.0952,0.15597,KR,0.4,0.0952,KR,0.4,0.1905,KR,0.3303,0.0952,0.15639,KR,0.3936,0.1429,0.05379,KR,0.32,0.1429,0.19701,KR,0.2,0.0952,0.11703,0.15506,0.02081
2025-08-29,KR,0.2467,15.36,False,0.81,0.095,0.095,0.0,0.0749,0.0353,0.0551,0.0749,KR,0.3045,0.1429,0.04263,KR,0.4,0.0952,0.10451,US,-0.5602,0.0952,KR,0.3013,0.1905,KR,0.3055,0.0952,0.04332,KR,0.5619,0.1429,0.02225,KR,0.32,0.1429,0.15744,Hold,0.0629,0.0952,-0.013,0.04074,0.01211
2025-09-30,Neutral,0.1457,16.28,False,0.758,0.242,0.0,0.003,0.1994,0.0227,0.111,0.108,KR,0.3971,0.1515,0.06161,KR,0.4,0.1136,0.11043,KR,0.389,0.0758,KR,0.3192,0.1515,KR,0.3833,0.1136,0.07864,US,-0.3387,0.1515,-0.08833,KR,0.4018,0.1515,0.12307,US,-0.9994,0.0909,0.04608,0.07191,-0.07758
2025-10-31,KR,0.4443,17.44,False,0.956,0.0,0.044,0.003,-0.044,0.0013,-0.0214,-0.047,KR,0.4001,0.1471,0.31562,KR,0.4033,0.1471,0.10469,KR,0.3687,0.1103,KR,0.4,0.1471,KR,0.4,0.1471,0.24965,KR,0.5294,0.1103,0.05148,KR,0.7826,0.1471,0.12497,Hold,-0.1282,0.0441,0.03778,0.11074,0.00501
2025-11-28,KR,0.2002,16.35,False,0.863,0.137,0.0,0.0,0.0732,-0.0005,0.0364,0.0732,KR,0.32,0.1176,0.28626,KR,0.32,0.1569,0.10485,US,-0.5299,0.0784,KR,0.1945,0.1569,KR,0.32,0.1569,0.12233,KR,0.585,0.1176,0.07225,KR,0.3202,0.1569,0.1237,US,-0.7787,0.0588,-0.01146,0.0207,-0.03947
2025-12-31,KR,0.1862,14.95,False,0.784,0.059,0.157,0.0,0.2123,0.0137,0.113,0.2123,KR,0.4,0.1569,0.29898,KR,0.2776,0.1569,0.03234,KR,0.2366,0.0392,KR,0.1655,0.1569,KR,0.3187,0.1569,0.0607,KR,0.32,0.1176,0.13593,Hold,0.0254,0.1569,0.0103,US,-0.7982,0.0588,0.02477,0.01833,-0.0644
2026-01-30,KR,0.2234,17.44,False,0.762,0.159,0.079,0.0,0.1952,-0.0087,0.0933,0.1952,KR,0.4012,0.1587,0.48163,KR,0.4007,0.1587,0.15456,Hold,-0.0484,0.0794,KR,0.4,0.1587,US,-0.477,0.1587,-0.00598,KR,0.4,0.119,0.26936,KR,0.3925,0.1429,0.05221,KR,0.3585,0.0238,0.00752,0.11592,0.03488
2026-02-27,KR,0.2874,19.86,False,0.849,0.0,0.151,0.0,-0.1908,-0.0509,-0.1209,-0.1908,KR,0.32,0.1577,0.66178,KR,0.4,0.1577,0.33306,KR,0.3984,0.0757,KR,0.32,0.1577,KR,0.4,0.1262,0.12977,KR,0.32,0.1262,0.47666,Hold,-0.1045,0.1514,0.00494,KR,0.3841,0.0473,0.06775,0.13244,0.04464
2026-03-31,Neutral,-0.033,25.25,False,0.575,0.253,0.172,0.003,0.2644,0.082,0.1732,0.1702,KR,0.4,0.1533,0.275,KR,0.32,0.1533,0.16066,US,-0.7873,0.092,KR,0.32,0.1533,US,-1.0,0.1149,-0.19124,KR,0.32,0.1149,0.1255,Hold,-0.1353,0.1724,0.00479,US,-0.4029,0.046,-0.04472,0.13588,-0.00296
