as_of,signal,ws,vix,kr_w,us_w,hold_w,cost,kr_return,us_return,blend_return,strategy_return,pair_0_weight,pair_0_vote,pair_0_score,pair_0_rs,pair_0_macro,pair_1_weight,pair_1_vote,pair_1_score,pair_1_rs,pair_1_macro,pair_2_weight,pair_2_vote,pair_2_score,pair_3_weight,pair_3_vote,pair_3_score,pair_4_weight,pair_4_vote,pair_4_score,pair_4_rs,pair_4_macro,pair_5_weight,pair_5_vote,pair_5_score,pair_5_rs,pair_5_macro,pair_6_weight,pair_6_vote,pair_6_score,pair_6_rs,pair_6_macro,pair_7_weight,pair_7_vote,pair_7_score,pair_2_rs,pair_2_macro,pair_3_rs,pair_3_macro,pair_7_rs,pair_7_macro
2022-05-31,KR,0.1739,26.19,0.625,0.375,0.0,0.0,-0.1315,-0.0839,-0.1077,-0.1315,0.125,KR,0.675,0.02363,0.9399,0.125,KR,0.7391,0.0732,-0.3095,0.125,US,-0.755,0.125,KR,0.6948,0.125,US,-0.2603,-0.24438,0.8649,0.125,KR,0.5417,0.18699,-0.7163,0.125,US,-0.3856,-0.04172,-0.5504,0.125,KR,0.1414,-0.06724,-0.9399,0.15836,-0.5846,-0.00541,0.8245
2022-06-30,US,-0.1194,28.71,0.375,0.625,0.0,0.003,0.051,0.0911,0.071,0.0881,0.125,US,-0.1535,-0.02427,0.982,0.125,KR,0.434,0.00887,-0.0599,0.125,US,-0.9199,0.125,KR,0.4415,0.125,US,-0.432,-0.11783,-0.1613,0.125,KR,0.6476,0.1768,-0.9999,0.125,US,-0.6383,-0.04531,-0.7019,0.125,US,-0.3349,-0.06188,-0.982,0.08577,-0.9401,-0.05936,0.9785
2022-07-29,US,-0.2755,21.33,0.125,0.625,0.25,0.0,0.0084,-0.0424,-0.017,-0.0424,0.125,US,-0.2396,-0.10418,0.7406,0.125,US,-0.7532,-0.08715,0.2165,0.125,Hold,0.0114,0.125,Hold,0.0158,0.125,US,-0.4897,-0.1344,-0.3807,0.125,US,-0.189,-0.00858,-0.9329,0.125,US,-0.7931,-0.03663,-0.1322,0.125,KR,0.2331,0.0128,-0.7406,0.01159,-0.796,0.00043,0.102
2022-08-31,Neutral,-0.0288,25.87,0.375,0.5,0.125,0.003,-0.1281,-0.0934,-0.1107,-0.1137,0.125,Hold,0.066,-0.00842,0.9792,0.125,US,-0.452,-0.04367,0.2913,0.125,KR,0.1239,0.125,KR,0.6474,0.125,US,-0.5195,-0.04005,-0.8771,0.125,KR,0.6366,0.04561,-0.9246,0.125,US,-0.5388,-0.05686,-0.5277,0.125,US,-0.194,0.02146,-0.9792,0.05089,-0.9079,-0.00498,0.743
2022-09-30,US,-0.2018,31.62,0.25,0.625,0.125,0.003,0.0641,0.0799,0.072,0.0769,0.125,KR,0.2463,-0.00046,0.9825,0.125,US,-0.7129,-0.06634,0.3714,0.125,US,-0.9441,0.125,US,-0.5114,0.125,US,-0.4377,-0.12817,-0.918,0.125,KR,0.8209,0.0239,0.7064,0.125,Hold,0.027,0.00658,-0.8217,0.125,US,-0.1023,-0.0804,-0.9825,-0.01244,-0.736,-0.01803,0.7595
2022-10-31,US,-0.3325,25.88,0.125,0.875,0.0,0.0,0.078,0.0538,0.0659,0.0538,0.125,KR,0.8709,0.02688,0.9438,0.125,US,-0.3334,-0.11127,0.3885,0.125,US,-0.6783,0.125,US,-0.5885,0.125,US,-0.8608,-0.20903,-0.6539,0.125,US,-0.1283,-0.01783,0.3799,0.125,US,-0.5241,-0.13598,-0.5285,0.125,US,-0.4171,-0.09861,-0.9438,-0.05081,-0.6526,-0.10384,0.8574
2022-11-30,US,-0.3487,20.58,0.125,0.875,0.0,0.0,-0.0955,-0.059,-0.0772,-0.059,0.125,KR,0.3604,0.01016,-0.6984,0.125,US,-0.3054,-0.04465,0.6044,0.125,US,-0.6665,0.125,US,-0.254,0.125,US,-0.4952,-0.04148,-0.6461,0.125,US,-0.2101,-0.02615,0.6044,0.125,US,-0.5165,-0.01199,-0.0579,0.125,US,-0.7024,-0.11478,0.6984,-0.06104,0.5213,-0.01891,-0.4409
2022-12-30,US,-0.242,21.67,0.125,0.75,0.125,0.0,0.0896,0.0618,0.0757,0.0618,0.125,US,-0.3831,-0.02743,-0.988,0.125,US,-0.5467,-0.03797,0.4854,0.125,US,-0.6464,0.125,US,-0.4399,0.125,US,-0.2973,-0.19026,0.1455,0.125,KR,0.4661,0.01177,0.8565,0.125,Hold,0.0683,0.0118,-0.1655,0.125,US,-0.1568,-0.06337,0.988,-0.12523,0.8197,-0.00512,-0.7704
2023-01-31,US,-0.1572,19.4,0.375,0.625,0.0,0.0,-0.005,-0.0261,-0.0156,-0.0261,0.125,KR,0.4088,0.02446,-0.9929,0.125,KR,0.391,0.04161,0.598,0.125,US,-0.647,0.125,US,-0.4011,0.125,US,-0.3594,-0.03387,-0.4513,0.125,US,-0.22,-0.03791,0.5784,0.125,KR,0.3267,0.04362,0.0599,0.125,US,-0.7569,-0.08333,0.9929,-0.03299,0.9638,-0.06103,-0.9776
2023-02-28,US,-0.1875,20.7,0.25,0.625,0.125,0.0,0.0265,0.0351,0.0308,0.0351,0.125,KR,0.1278,0.01086,-0.5121,0.125,US,-0.2582,-0.00621,0.7114,0.125,US,-0.7055,0.125,US,-0.4803,0.125,US,-0.3862,-0.04206,-0.0121,0.125,KR,0.8042,0.0226,0.6751,0.125,Hold,-0.0472,0.00419,-0.0699,0.125,US,-0.5547,-0.09043,0.5121,-0.07814,0.6073,-0.05916,-0.9815
2023-03-31,US,-0.1876,18.7,0.25,0.5,0.25,0.0,0.01,0.0146,0.0123,0.0146,0.125,US,-0.7598,-0.04243,-0.3142,0.125,KR,0.6979,0.03909,0.5227,0.125,US,-0.5884,0.125,Hold,0.0072,0.125,KR,0.5807,0.05781,-0.3673,0.125,Hold,-0.0263,-0.0106,0.4301,0.125,US,-0.6178,-0.07711,0.1293,0.125,US,-0.7941,-0.06221,0.3142,-0.00947,0.3897,-0.1411,-0.9998
2023-04-28,US,-0.1846,15.78,0.375,0.5,0.125,0.0,0.0302,0.0025,0.0163,0.0025,0.125,US,-0.7076,-0.06944,-0.0881,0.125,Hold,0.0199,0.00405,0.537,0.125,US,-0.5086,0.125,KR,0.2415,0.125,KR,0.2862,0.00772,-0.2723,0.125,KR,0.4621,0.03585,-0.493,0.125,US,-0.7229,-0.06775,0.3986,0.125,US,-0.5477,-0.01971,0.0881,0.00479,-0.1958,-0.08948,-0.9482
2023-05-31,Neutral,0.0974,17.94,0.5,0.375,0.125,0.003,-0.005,0.0647,0.0299,0.0269,0.125,US,-0.4306,-0.05376,-0.17,0.125,KR,0.9099,0.06812,0.6411,0.125,KR,0.4297,0.125,KR,0.6383,0.125,KR,0.6851,0.08538,-0.6487,0.125,Hold,-0.0929,0.00576,-0.7352,0.125,US,-0.6222,-0.05231,0.2031,0.125,US,-0.7376,0.05714,0.17,0.03845,-0.2247,-0.14217,-0.9963
2023-06-30,US,-0.5988,13.59,0.0,1.0,0.0,0.003,0.0266,0.0311,0.0289,0.0281,0.125,US,-0.3513,-0.07425,0.2461,0.125,US,-0.6154,-0.04576,0.7857,0.125,US,-0.8303,0.125,US,-0.4024,0.125,US,-0.7258,-0.03133,-0.3203,0.125,US,-0.5753,-0.10283,0.881,0.125,US,-0.6972,-0.12827,0.5656,0.125,US,-0.5926,-0.04481,-0.2461,-0.02411,-0.3716,-0.21206,-0.9914
2023-07-31,US,-0.5155,13.63,0.125,0.875,0.0,0.0,-0.029,-0.0177,-0.0234,-0.0177,0.125,US,-0.6281,-0.10131,0.0655,0.125,US,-0.5192,-0.03751,0.7211,0.125,US,-0.5743,0.125,US,-0.5723,0.125,KR,0.1045,0.0081,0.3884,0.125,US,-0.2844,-0.11606,0.9015,0.125,US,-0.698,-0.1207,0.5629,0.125,US,-0.9521,-0.01393,-0.0655,-0.02775,0.0711,-0.17323,-0.9979
2023-08-31,US,-0.3477,13.57,0.125,0.75,0.125,0.0,-0.0357,-0.0487,-0.0422,-0.0487,0.125,US,-0.4462,-0.1155,-0.223,0.125,KR,0.2891,0.00511,0.6411,0.125,US,-0.3383,0.125,US,-0.5847,0.125,US,-0.6573,-0.1574,0.8933,0.125,US,-0.2537,-0.0861,0.9329,0.125,Hold,-0.0457,0.00134,0.5669,0.125,US,-0.7449,-0.00956,0.223,-0.04166,0.2572,-0.16557,-0.9092
2023-09-29,US,-0.1448,17.52,0.5,0.5,0.0,0.0,-0.0531,-0.022,-0.0375,-0.022,0.125,US,-0.6262,-0.05469,0.7301,0.125,KR,0.3799,0.05819,0.4136,0.125,KR,0.2503,0.125,US,-0.5527,0.125,US,-0.3289,-0.18145,0.9456,0.125,KR,0.1391,-0.00345,0.2165,0.125,KR,0.4023,0.04188,0.243,0.125,US,-0.8223,0.03847,-0.7301,-0.01784,-0.3309,-0.10831,-0.3171
2023-10-31,US,-0.3802,18.14,0.25,0.75,0.0,0.0,0.113,0.0892,0.1011,0.0892,0.125,US,-0.5235,-0.0749,0.9172,0.125,KR,0.2465,0.0163,0.1877,0.125,US,-0.609,0.125,US,-0.9234,0.125,US,-0.6501,-0.18115,-0.0671,0.125,US,-0.4279,-0.05517,-0.8511,0.125,KR,0.3005,0.02746,0.1839,0.125,US,-0.4549,-0.01711,-0.9172,-0.13848,-0.7204,-0.11863,0.5623
2023-11-30,US,-0.6056,12.92,0.0,1.0,0.0,0.0,0.0473,0.0442,0.0458,0.0442,0.125,US,-0.7774,-0.07361,0.1094,0.125,US,-0.6878,-0.03228,0.3452,0.125,US,-0.1427,0.125,US,-0.7991,0.125,US,-0.8454,-0.03677,-0.3941,0.125,US,-0.7237,-0.06561,-0.0798,0.125,US,-0.1858,-0.00318,0.6094,0.125,US,-0.6829,0.00265,-0.1094,-0.04782,-0.0451,-0.02803,0.2476
2023-12-29,US,-0.2491,12.45,0.375,0.625,0.0,0.0,-0.0647,0.0159,-0.0244,0.0159,0.125,US,-0.9391,-0.05468,-0.9112,0.125,US,-0.5121,-0.02463,0.3364,0.125,KR,0.5443,0.125,US,-0.4553,0.125,KR,0.3137,0.01389,-0.8547,0.125,US,-0.5645,-0.02618,0.881,0.125,KR,0.3058,0.00131,0.6381,0.125,US,-0.6855,0.10654,0.9112,-0.02152,0.5896,-0.03218,-0.5998
2024-01-31,US,-0.4881,14.35,0.125,0.875,0.0,0.0,0.0582,0.0517,0.0549,0.0517,0.125,US,-0.6767,-0.15146,-0.7854,0.125,US,-0.1741,-0.00091,0.2729,0.125,US,-0.4234,0.125,US,-0.5509,0.125,US,-0.8373,-0.07604,-0.3771,0.125,KR,0.3445,0.01597,0.9302,0.125,US,-0.6642,-0.03329,0.5117,0.125,US,-0.9222,-0.01358,0.7854,-0.06847,0.6079,-0.08074,-0.9877
2024-02-29,US,-0.4402,13.4,0.25,0.75,0.0,0.0,0.0395,0.031,0.0352,0.031,0.125,US,-0.7028,-0.06723,0.4226,0.125,KR,0.3763,0.07545,0.3714,0.125,US,-0.5522,0.125,US,-0.8163,0.125,US,-0.8051,-0.05689,-0.0461,0.125,KR,0.529,0.08188,0.7699,0.125,US,-0.6096,-0.02561,0.5784,0.125,US,-0.9409,-0.00979,-0.4226,-0.05043,-0.1842,-0.08465,-0.9968
2024-03-29,US,-0.5357,13.01,0.0,0.875,0.125,0.0,-0.0199,-0.0397,-0.0298,-0.0397,0.125,Hold,-0.0084,0.00185,0.7854,0.125,US,-0.3591,-0.01189,0.3714,0.125,US,-0.8133,0.125,US,-0.6853,0.125,US,-0.6703,-0.12354,0.7538,0.125,US,-0.4384,-0.01777,0.4136,0.125,US,-0.5529,-0.07132,0.6037,0.125,US,-0.7576,-0.02217,-0.7854,-0.12143,-0.2913,-0.09305,-0.9995
2024-04-30,Neutral,0.0799,15.65,0.625,0.25,0.125,0.003,-0.0206,0.048,0.0137,0.0107,0.125,KR,0.4896,0.03536,0.7207,0.125,KR,0.3713,0.07347,0.3364,0.125,Hold,0.0565,0.125,KR,0.1595,0.125,US,-0.7413,-0.10296,0.3019,0.125,KR,0.3882,0.08777,0.4462,0.125,KR,0.466,0.04633,0.4095,0.125,US,-0.5507,0.01494,-0.7207,0.01344,0.0387,-0.05813,-0.9547
2024-05-31,US,-0.3619,12.92,0.375,0.625,0.0,0.003,0.0612,0.0347,0.0479,0.0317,0.125,US,-0.7208,-0.03645,0.1618,0.125,KR,0.2406,0.01445,0.3627,0.125,US,-0.8316,0.125,US,-0.7273,0.125,US,-0.811,-0.1359,-0.0619,0.125,KR,0.1944,0.01382,0.1781,0.125,KR,0.7083,0.02586,0.6094,0.125,US,-0.9478,-0.08629,-0.1618,-0.05442,0.3513,-0.15563,-0.9587
2024-06-28,US,-0.2249,12.44,0.375,0.5,0.125,0.0,-0.0097,0.0113,0.0008,0.0113,0.125,US,-0.5377,-0.03403,0.3976,0.125,KR,0.4609,0.05724,0.3364,0.125,US,-0.7005,0.125,Hold,0.0364,0.125,US,-0.8107,-0.10072,-0.143,0.125,KR,0.3008,0.07096,-0.1194,0.125,KR,0.3996,0.04493,0.6387,0.125,US,-0.9479,-0.11618,-0.3976,0.00777,0.0719,-0.14761,-0.9505
2024-07-31,US,-0.1624,16.36,0.375,0.625,0.0,0.0,-0.0348,0.0228,-0.006,0.0228,0.125,US,-0.4932,-0.04444,-0.5819,0.125,KR,0.4351,0.05737,0.1974,0.125,KR,0.499,0.125,US,-0.7684,0.125,US,-0.4754,-0.15295,-0.3489,0.125,US,-0.3423,-0.09217,-0.1391,0.125,KR,0.3934,0.02726,0.3487,0.125,US,-0.5472,0.05334,0.5819,-0.0723,0.041,-0.08155,-0.9439
2024-08-30,US,-0.6003,15.0,0.125,0.875,0.0,0.0,-0.0303,0.0202,-0.0051,0.0202,0.125,US,-0.9263,-0.09647,-0.7449,0.125,US,-0.7153,-0.02578,-0.0,0.125,KR,0.5264,0.125,US,-0.7823,0.125,US,-0.8755,-0.11865,-0.3973,0.125,US,-0.6201,-0.07064,0.1194,0.125,US,-0.7122,-0.06727,0.4621,0.125,US,-0.6974,0.13207,0.7449,-0.06374,0.0787,-0.07008,-0.3815
2024-09-30,US,-0.4583,16.73,0.125,0.875,0.0,0.0,-0.0143,-0.0099,-0.0121,-0.0099,0.125,US,-0.7537,-0.1473,-0.9221,0.125,US,-0.5967,-0.0259,-0.1489,0.125,KR,0.4363,0.125,US,-0.4394,0.125,US,-0.4542,-0.00873,-0.7872,0.125,US,-0.5863,-0.15017,0.3452,0.125,US,-0.4912,-0.02153,0.3158,0.125,US,-0.7813,0.10013,0.9221,-0.01977,0.5816,-0.07234,0.0843
2024-10-31,US,-0.4972,23.16,0.25,0.75,0.0,0.0,-0.0392,0.0573,0.009,0.0573,0.125,US,-0.8013,-0.15734,-0.0384,0.125,US,-0.8109,-0.04522,-0.1194,0.125,KR,0.4077,0.125,KR,0.1322,0.125,US,-0.8985,-0.0552,-0.6023,0.125,US,-0.2915,-0.11652,0.6291,0.125,US,-0.8269,-0.03584,-0.3059,0.125,US,-0.8886,0.12862,0.0384,0.01266,0.1468,-0.05115,-0.5869
2024-11-29,US,-0.5666,13.51,0.0,1.0,0.0,0.0,-0.023,-0.025,-0.024,-0.025,0.125,US,-0.5258,-0.27153,0.8952,0.125,US,-0.3794,-0.09475,-0.05,0.125,US,-0.5155,0.125,US,-0.7149,0.125,US,-0.7202,-0.24922,-0.5515,0.125,US,-0.5157,-0.23874,0.6963,0.125,US,-0.5534,-0.05467,0.571,0.125,US,-0.6081,-0.01106,-0.8952,-0.15207,-0.5084,-0.01861,-0.7059
2024-12-31,US,-0.5028,17.35,0.125,0.875,0.0,0.0,0.0494,0.027,0.0382,0.027,0.125,US,-0.5131,-0.18872,0.9879,0.125,US,-0.6892,-0.09106,-0.3185,0.125,KR,0.2487,0.125,US,-0.7476,0.125,US,-0.5891,-0.14747,0.3296,0.125,US,-0.439,-0.18354,0.2165,0.125,US,-0.5875,-0.04372,0.259,0.125,US,-0.7056,0.13332,-0.9879,-0.08448,-0.8174,-0.05129,-0.485
2025-01-31,US,-0.6036,16.43,0.0,1.0,0.0,0.0,0.0061,-0.0142,-0.0041,-0.0142,0.125,US,-0.6365,-0.1091,0.8869,0.125,US,-0.8129,-0.08513,-0.3452,0.125,US,-0.4604,0.125,US,-0.7862,0.125,US,-0.7195,-0.04714,0.3456,0.125,US,-0.337,-0.11746,0.3799,0.125,US,-0.3849,-0.03037,0.3426,0.125,US,-0.6913,-0.00822,-0.8869,-0.02335,-0.4991,-0.03839,0.4443
2025-02-28,US,-0.6035,19.63,0.125,0.875,0.0,0.0,-0.0204,-0.0575,-0.039,-0.0575,0.125,US,-0.7164,-0.06742,0.4325,0.125,US,-0.8475,-0.1023,-0.2449,0.125,US,-0.7694,0.125,KR,0.417,0.125,US,-0.7511,-0.04029,0.1367,0.125,US,-0.8593,-0.05976,-0.3452,0.125,US,-0.781,-0.0464,0.037,0.125,US,-0.5206,-0.02273,-0.4325,0.11131,0.0853,-0.01555,0.3667
2025-03-31,KR,0.1105,22.28,0.625,0.375,0.0,0.003,0.0304,-0.0076,0.0114,0.0274,0.125,KR,0.4924,0.02963,-0.8653,0.125,US,-0.3608,-0.0382,-0.3275,0.125,US,-0.5282,0.125,KR,0.4332,0.125,US,-0.6365,-0.16404,0.0215,0.125,KR,0.6575,0.07105,-0.8511,0.125,KR,0.2762,0.00871,-0.2241,0.125,KR,0.5498,-0.11679,0.8653,0.06639,0.8982,0.00836,0.7462
2025-04-30,KR,0.2789,24.7,0.625,0.25,0.125,0.0,0.0552,0.0615,0.0583,0.0552,0.125,US,-0.4408,-0.07572,-0.9885,0.125,KR,0.5589,0.0534,-0.5154,0.125,US,-0.4657,0.125,KR,0.7288,0.125,Hold,0.0513,0.00015,-0.8695,0.125,KR,0.5108,0.04764,-0.9876,0.125,KR,0.5711,0.0878,-0.4382,0.125,KR,0.7167,-0.0395,0.9885,0.12616,0.7123,0.05389,0.5584
2025-05-30,KR,0.1485,18.57,0.75,0.25,0.0,0.0,0.1386,0.0496,0.0941,0.1386,0.125,US,-0.5573,-0.00782,-0.9883,0.125,KR,0.3332,0.11526,-0.4777,0.125,KR,0.7463,0.125,KR,0.5053,0.125,KR,0.2798,0.1117,-0.6948,0.125,KR,0.2654,0.03332,-0.7064,0.125,KR,0.4287,0.15279,0.142,0.125,US,-0.8137,0.05422,0.9883,0.07471,0.5876,-0.02949,-0.3878
2025-06-30,KR,0.2427,16.73,0.875,0.125,0.0,0.0,0.0566,0.0217,0.0391,0.0566,0.125,KR,0.2485,0.07209,-0.98,0.125,KR,0.2489,0.19272,-0.4777,0.125,US,-0.2854,0.125,KR,0.3887,0.125,KR,0.2613,0.17942,-0.3872,0.125,KR,0.419,0.05336,0.7699,0.125,KR,0.4611,0.24207,0.3158,0.125,KR,0.1998,-0.01132,0.98,0.14138,0.4588,0.11995,-0.9759
2025-07-31,KR,0.3493,16.72,0.875,0.0,0.125,0.0,-0.0183,0.0191,0.0004,-0.0183,0.125,KR,0.3735,0.02954,0.166,0.125,KR,0.2585,0.15597,-0.4053,0.125,KR,0.3671,0.125,KR,0.3492,0.125,KR,0.4376,0.15639,0.8526,0.125,KR,0.5446,0.05379,0.9737,0.125,KR,0.369,0.19701,0.3167,0.125,Hold,0.0947,0.11703,-0.166,0.15506,-0.2595,0.02081,-0.9964
2025-08-29,KR,0.2233,15.36,0.75,0.125,0.125,0.0,0.0749,0.0353,0.0551,0.0749,0.125,KR,0.237,0.04263,-0.4668,0.125,KR,0.2976,0.10451,-0.5649,0.125,US,-0.3647,0.125,KR,0.3314,0.125,KR,0.3576,0.04332,0.3238,0.125,KR,0.5534,0.02225,0.664,0.125,KR,0.3853,0.15744,0.4333,0.125,Hold,-0.011,-0.013,0.4668,0.04074,0.1731,0.01211,-0.8503
2025-09-30,KR,0.1186,16.28,0.75,0.25,0.0,0.0,0.1994,0.0227,0.111,0.1994,0.125,KR,0.4558,0.06161,0.3001,0.125,KR,0.3063,0.11043,-0.508,0.125,KR,0.3317,0.125,KR,0.2736,0.125,KR,0.3195,0.07864,-0.2734,0.125,US,-0.2844,-0.08833,0.3095,0.125,KR,0.4695,0.12307,0.3557,0.125,US,-0.9227,0.04608,-0.3001,0.07191,-0.2935,-0.07758,-0.7188
2025-10-31,KR,0.3518,17.44,0.875,0.125,0.0,0.0,-0.044,0.0013,-0.0214,-0.044,0.125,KR,0.3892,0.31562,-0.0546,0.125,KR,0.3146,0.10469,-0.4699,0.125,KR,0.3841,0.125,KR,0.4814,0.125,KR,0.284,0.24965,-0.6624,0.125,KR,0.4533,0.05148,-0.1586,0.125,KR,0.6676,0.12497,0.2506,0.125,US,-0.1601,0.03778,0.0546,0.11074,0.432,0.00501,-0.5995
2025-11-28,KR,0.1046,16.35,0.75,0.25,0.0,0.0,0.0732,-0.0005,0.0364,0.0732,0.125,KR,0.3946,0.28626,0.5049,0.125,KR,0.246,0.10485,-0.5005,0.125,US,-0.483,0.125,KR,0.2352,0.125,KR,0.2394,0.12233,-0.5542,0.125,KR,0.4385,0.07225,-0.3799,0.125,KR,0.3739,0.1237,0.3496,0.125,US,-0.6078,-0.01146,-0.5049,0.0207,0.1435,-0.03947,0.0875
2025-12-31,KR,0.1438,14.95,0.875,0.125,0.0,0.0,0.2123,0.0137,0.113,0.2123,0.125,KR,0.4365,0.29898,0.1844,0.125,KR,0.1965,0.03234,-0.6107,0.125,KR,0.2187,0.125,KR,0.2362,0.125,KR,0.2466,0.0607,-0.4847,0.125,KR,0.3168,0.13593,-0.02,0.125,KR,0.1371,0.0103,0.466,0.125,US,-0.6382,0.02477,-0.1844,0.01833,0.3137,-0.0644,0.0019
2026-01-30,KR,0.2805,17.44,0.875,0.125,0.0,0.0,0.1952,-0.0087,0.0933,0.1952,0.125,KR,0.2811,0.48163,-0.6906,0.125,KR,0.289,0.15456,-0.6291,0.125,KR,0.1353,0.125,KR,0.5258,0.125,US,-0.269,-0.00598,0.4705,0.125,KR,0.4199,0.26936,0.0997,0.125,KR,0.4426,0.05221,0.2506,0.125,KR,0.4193,0.00752,0.6906,0.11592,0.7402,0.03488,0.2817
2026-02-27,KR,0.3291,19.86,0.875,0.0,0.125,0.0,-0.1908,-0.0509,-0.1209,-0.1908,0.125,KR,0.2362,0.66178,-0.5817,0.125,KR,0.3029,0.33306,-0.5299,0.125,KR,0.5034,0.125,KR,0.4167,0.125,KR,0.5233,0.12977,0.7193,0.125,KR,0.2888,0.47666,-0.1974,0.125,Hold,-0.0416,0.00494,0.014,0.125,KR,0.4032,0.06775,0.5817,0.13244,0.6998,0.04464,0.0847
2026-03-31,Neutral,-0.0612,25.25,0.5,0.5,0.0,0.003,0.2644,0.082,0.1732,0.1702,0.125,KR,0.4932,0.275,0.5047,0.125,KR,0.2499,0.16066,-0.4699,0.125,US,-0.7037,0.125,KR,0.2745,0.125,US,-0.6477,-0.19124,0.9999,0.125,KR,0.2198,0.1255,-0.7352,0.125,US,-0.1484,0.00479,-0.4815,0.125,US,-0.2275,-0.04472,-0.5047,0.13588,-0.2922,-0.00296,0.3133
